0	5	4.621093	27	0.259615	31	0.233452	32	1.457738	35	0.280713	36	1.548063	37	0.857088	38	0.050000	40	0.269258	49	0.076158	67	0.306105	69	0.700928	71	0.720069	74	0.136015	75	0.704060	76	1.094166	78	0.098489	81	0.383275	82	0.330151	83	0.563028	84	0.128062	85	0.819085
0	5	5.048128	27	0.392046	31	0.332415	32	1.798055	35	0.181108	36	2.025660	37	0.970155	38	0.063246	40	0.383275	49	0.089443	67	0.237065	69	0.850000	71	0.684105	74	0.145602	75	0.648460	76	1.486607	78	0.148661	81	0.445982	82	0.430465	83	0.674166	84	0.110000	85	0.887694
0	5	5.534266	27	0.610328	31	0.431856	32	2.154252	35	0.086023	36	2.553272	37	1.083421	38	0.080000	40	0.509608	49	0.107703	67	0.172627	69	1.022399	71	0.618466	74	0.170880	75	0.610328	76	1.936801	78	0.206155	81	0.537122	82	0.532353	83	0.768505	84	0.120416	85	0.951262
0	5	6.027354	27	0.860000	31	0.532541	32	2.525074	35	0.086023	36	3.074345	37	1.211982	38	0.090554	40	0.642884	49	0.145602	67	0.152643	69	1.270039	71	0.509313	74	0.187883	75	0.608030	76	2.386001	78	0.259615	81	0.648999	82	0.655515	83	0.890449	84	0.184391	85	1.043935
0	5	6.578001	27	1.120714	31	0.648845	32	2.902637	35	0.165529	36	3.573975	37	1.309809	38	0.101980	40	0.810432	49	0.202237	67	0.201246	69	1.532645	71	0.368782	74	0.208087	75	0.702282	76	2.844802	78	0.315753	81	0.836301	82	0.791202	83	0.976371	84	0.250200	85	1.138640
0	5	7.112503	27	1.380906	31	0.778845	32	3.287993	35	0.251794	36	4.024835	37	1.415980	38	0.110454	40	1.002846	49	0.270185	67	0.281603	69	1.807097	71	0.237697	74	0.268701	75	0.841724	76	3.290137	78	0.370540	81	1.053803	82	0.935575	83	1.081665	84	0.316228	85	1.226907
0	5	7.629338	27	1.610776	31	0.925419	32	3.658046	35	0.331361	36	4.426488	37	1.494824	38	0.170294	40	1.192183	49	0.360139	67	0.370135	69	2.091602	71	0.174642	74	0.322025	75	0.964210	76	3.690867	78	0.430116	81	1.320076	82	1.093709	83	1.162497	84	0.355106	85	1.326386
0	5	8.000625	27	1.800444	31	1.080185	32	3.993620	35	0.417612	36	4.739325	37	1.555442	38	0.257099	40	1.396460	49	0.462709	67	0.431856	69	2.353317	71	0.210950	74	0.439090	75	1.052331	76	4.035146	78	0.502494	81	1.580506	82	1.250040	83	1.250000	84	0.403609	85	1.415980
0	5	8.190446	27	1.970228	31	1.228007	32	4.280771	35	0.518941	36	5.001000	37	1.599062	38	0.424500	40	1.584961	49	0.588558	67	0.460977	69	2.582131	71	0.269258	74	0.554617	75	1.094578	76	4.299128	78	0.547449	81	1.816398	82	1.394346	83	1.322800	84	0.442832	85	1.478682
0	5	8.119323	27	2.130094	31	1.359596	32	4.523019	35	0.591692	36	5.207351	37	1.624962	38	0.658027	40	1.748628	49	0.706116	67	0.470000	69	2.787920	71	0.332415	74	0.694622	75	1.107655	76	4.514532	78	0.592284	81	2.025660	82	1.537303	83	1.419930	84	0.511957	85	1.564161
0	5	7.863237	27	2.280197	31	1.468911	32	4.692004	35	0.665733	36	5.388107	37	1.653874	38	0.953362	40	1.872966	49	0.814923	67	0.442832	69	2.934365	71	0.332415	74	0.815414	75	1.080463	76	4.640797	78	0.630635	81	2.160856	82	1.665083	83	1.503330	84	0.590085	85	1.612762
0	5	7.475533	27	2.440738	31	1.567323	32	4.813865	35	0.693397	36	5.534736	37	1.679047	38	1.290310	40	1.955326	49	0.931450	67	0.404969	69	3.040806	71	0.335410	74	0.924770	75	1.063673	76	4.708652	78	0.650000	81	2.248644	82	1.775387	83	1.604307	84	0.651230	85	1.661716
0	5	7.051418	27	2.613236	31	1.673708	32	4.878627	35	0.696419	36	5.680458	37	1.734157	38	1.642224	40	2.014001	49	1.035809	67	0.406079	69	3.100258	71	0.310161	74	1.006578	75	1.030970	76	4.749789	78	0.662193	81	2.313655	82	1.879255	83	1.697793	84	0.723395	85	1.703291
0	5	6.561288	27	2.797892	31	1.811767	32	4.911721	35	0.653682	36	5.796689	37	1.781600	38	1.977321	40	2.050000	49	1.135077	67	0.465296	69	3.104658	71	0.305287	74	1.011929	75	0.994082	76	4.725632	78	0.655134	81	2.346487	82	1.982751	83	1.786645	84	0.764199	85	1.723514
0	5	5.979298	27	2.986135	31	1.955019	32	4.930000	35	0.563560	36	5.880493	37	1.850000	38	2.288777	40	2.079086	49	1.256344	67	0.588558	69	3.065714	71	0.332415	74	1.013903	75	0.990051	76	4.724235	78	0.618142	81	2.367995	82	2.042988	83	1.872004	84	0.810987	85	1.723253
0	5	5.281856	27	3.146824	31	2.126405	32	4.921839	35	0.433820	36	5.945898	37	1.917185	38	2.552195	40	2.095376	49	1.385135	67	0.781601	69	2.998666	71	0.382753	74	0.960260	75	0.980051	76	4.714244	78	0.591354	81	2.364847	82	2.112865	83	1.946124	84	0.870057	85	1.718982
0	5	4.486535	27	3.270015	31	2.295822	32	4.921636	35	0.237065	36	5.983920	37	1.951666	38	2.757698	40	2.125582	49	1.516344	67	1.038123	69	2.895876	71	0.447214	74	0.900056	75	1.015332	76	4.722711	78	0.550818	81	2.318124	82	2.141145	83	2.008781	84	0.913510	85	1.686001
