object_type	object_ID	team_name	jersey_no	x1	y1	x2	y2	speed	passTo
3	23371	Fenerbahçe	1	97.01	32.16	103.02	34.28	0.20808652046684803	None
0	23291	Fenerbahçe	2	85.12	33.38	73.98	40.1	0.21023796041629222	None
0	23375	Fenerbahçe	5	65.85	26.07	62.53	31.65	0.08944271909999287	None
0	23340	Fenerbahçe	7	71.19	51.01	52.71	58.55	0.1431782106327643	None
0	23367	Fenerbahçe	9	50.88	35.4	52.43	33.8	0.21023796041628579	None
0	23385	Fenerbahçe	11	64.48	17.97	53.43	17.39	0.010000000000001563	None
0	23383	Fenerbahçe	77	80.0	22.48	52.33	1.69	0.25000000000000194	None
0	23366	Fenerbahçe	16	77.35	30.65	52.31	31.95	0.20808652046684428	None
0	23359	Fenerbahçe	22	69.42	21.67	72.99	26.11	0.3231098884280673	None
0	23369	Fenerbahçe	88	76.8	46.34	63.81	62.94	0.19026297590440958	None
0	23354	Fenerbahçe	25	68.2	34.15	63.62	38.78	0.050990195135924676	None
4	23244	Galatasaray	67	12.46	31.91	5.98	33.12	0.014142135623730021	None
1	23357	Galatasaray	6	54.32	20.42	40.19	31.47	0.06403124237432796	None
1	23362	Galatasaray	8	58.09	27.37	44.08	38.08	0.07071067811865475	None
1	23287	Galatasaray	11	84.73	29.7	52.55	42.75	0.259422435421453	None
1	23260	Galatasaray	13	60.8	18.52	36.54	11.75	0.019999999999999574	23340
1	23252	Galatasaray	17	78.3	22.13	51.59	16.58	1.1498260738042076	None
1	23355	Galatasaray	3	67.98	22.43	42.69	25.06	0.22022715545544633	None
1	23256	Galatasaray	20	78.04	58.02	45.96	56.18	0.15556349186103965	None
1	23356	Galatasaray	21	48.53	42.25	33.76	36.39	0.04242640687119446	None
1	23425	Galatasaray	26	48.37	26.77	48.37	26.77	1.0323139303164945	None
1	23360	Galatasaray	27	67.9	53.63	35.98	48.63	0.15000000000000568	None
2	23349	referee	90	57.83	24.85	56.92	42.36	0.08062257748298532	None
